
 Lista de Imóveis da Caixa;;Data de geração:;14/08/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Financiamento;Descrição;Modalidade de venda;Link de acesso

 8444422619834 ;MG ;PASSOS ;VILA RICA ;RUA DENIS PROVENZANI DE ALMEIDA, N. 706, LT 119 QD F ;198.000,00;330.000,00;40.00;Não;Casa, 127.00 de área total, 127.00 de área privativa, 209.38 de área do terreno,  2 qto(s), a.serv, WC, cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444422619834
 1444417531160 ;MG ;PASSOS ;LOT RES MIRANTE VALE ; RUA JOAQUIM SIMPLÍCIO DA SILVA (ANTIGA R DÁLIAS), N. 90, LT 16 QD H ;251.739,15;395.000,00;36.27;Não;Casa, 122.71 de área total, 122.71 de área privativa, 250.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444417531160
 1444419045506 ;MG ;PASSOS ;VILA RICA ;AVENIDA JK, N. 819, LT 14 QD 01 ;452.493,15;710.000,00;36.27;Sim;Casa, 192.97 de área total, 192.97 de área privativa, 360.00 de área do terreno,  3 qto(s).;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444419045506
 8444414256361 ;MG ;PASSOS ;COHAB ;RUA MANOEL DA SILVEIRA MAIA, N. 92, ZONA 8  QD 21  LT 09 ;168.000,00;168.000,00;0.00;Não;Casa, 0.00 de área total, 53.17 de área privativa, 160.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444414256361
 8444438438230 ;MG ;PASSOS ;PENHA ;RUA VEREADOR JOSE MARIANO NEGRINHO, N. 424, Apto 201, BL. 12  ENTRADA D ;115.000,00;115.000,00;0.00;Não;Apartamento, 53.45 de área total, 46.07 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444438438230
 8444438266588 ;MG ;PASSOS ;PENHA ;RUA VEREADOR JOSE MARIANO NEGRINHO, N. 424, Apto 101, BL 04 ;139.000,00;133.000,00;0.00;Não;Apartamento, 53.45 de área total, 46.07 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444438266588
 8787707964826 ;MG ;PATOS DE MINAS ;ALTO DA SERRA ;AVENIDA WILSON GOMES COELHO, N. 110, Apto 43B, BL B ;83.135,75;142.000,00;41.46;Não;Apartamento, 54.89 de área total, 48.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707964826
 8787708381255 ;MG ;PATOS DE MINAS ;JARDIM QUEBEC ; RUA MARIA JOANA ENVANGELISTA, N. 8, QD A8 LT 23 ;106.667,03;180.000,00;40.75;Não;Casa, 62.84 de área total, 62.84 de área privativa, 264.43 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708381255
 8787709597324 ;MG ;PATOS DE MINAS ;JARDIM QUEBEC ;RUA SEBASTIAO REINALDO SOBRINHO, N. 18, LT 02, QD A19 ;95.407,73;161.000,00;40.75;Não;Casa, 118.84 de área total, 62.84 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709597324
 8787707326781 ;MG ;PATOS DE MINAS ;AURELIO CAIXETA ;AVENIDA WILSON GOMES COELHO, N. SN, Apto 22B, BLOCO B ;126.926,84;210.000,00;39.56;Não;Apartamento, 89.88 de área total, 48.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707326781
 8787708616724 ;MG ;PATOS DE MINAS ;ALTO DA SERRA ;AVENIDA WILSON GOMES COELHO, N. 230, Apto 31 B, BLOCO B ;116.349,60;192.500,00;39.56;Não;Apartamento, 54.89 de área total, 48.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708616724
 8787704275124 ;MG ;PATOS DE MINAS ;CENTRO ;AVENIDA RONALDO FERNANDES DE SOUZA1233, N. 479, LOTE 24, QUADRA B6 ;154.222,59;251.872,38;38.77;Não;Casa, 105.00 de área total, 62.84 de área privativa, 271.61 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704275124
 8787704634779 ;MG ;PATOS DE MINAS ;CORACAO EUCARISTICO ;RUA CHE GUEVARA, N. 31, LT 17 QD A19 ;148.177,69;242.000,00;38.77;Não;Casa, 116.00 de área total, 62.84 de área privativa, 207.87 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704634779
 1555522229004 ;MG ;PATOS DE MINAS ;BELA VISTA ;R DR NOE FERREIRA, N. 282, QD 09 LT 06 ;420.627,44;660.000,00;36.27;Sim;Casa, 0.00 de área total, 202.92 de área privativa, 360.00 de área do terreno,  8 qto(s), a.serv, WC, 2 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555522229004
 8444427430942 ;MG ;PATOS DE MINAS ;JARDIM ESPERANCA ;RUA DOS BALSAMOS, N. SN, LOTE 7 QUADRA 053 ;196.719,22;75.000,00;0.00;Não;Terreno, 50.00 de área total, 0.00 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427430942
 8444406408190 ;MG ;PEDRO LEOPOLDO ;SANTA TEREZA ; RUA ENGENHEIRO HELIO VIEIRA DE MELO, N. 201, Apto 03, ;108.444,81;183.000,00;40.75;Não;Apartamento, 80.39 de área total, 59.40 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444406408190
 8787711759395 ;MG ;PERDIGAO ;PERDIGÃO ; AVENIDA FRANCISCO JACINTO, N. 1663, ;77.262,04;133.377,58;42.08;Não;Casa, 40.83 de área total, 40.83 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711759395
 8555520499282 ;MG ;PERDIZES ;Novo Horizonte ; RUA ANA BORGES DE ALMEIDA, N. 695, LT 03 QD 38 ;177.000,00;177.000,00;0.00;Não;Casa, 69.98 de área total, 69.98 de área privativa, 177.80 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555520499282
 8444413634729 ;MG ;PIRAUBA ;PIRAUBINHA ;RUA JOSE GASPAR, N. SN, LT 07 QD E ;83.557,07;165.884,80;49.63;Não;Casa, 0.00 de área total, 57.75 de área privativa, 200.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444413634729
 1444416263154 ;MG ;PIUMHI ;NOVA ESPERANCA ; RUA JOSE DE ALMADA MENEZES, N. SN, LT 578 QD 01 ;141.109,98;100.000,00;0.00;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 283.63 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444416263154
 10289444 ;MG ;PLANURA ;PALMEIRAS IMPERIAIS ;RUA DO IPÊ AMARELO, N. S/N, QD 12, LT 02, RES PALMEIRAS IMPERIAIS ;104.992,75;170.000,00;38.24;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 368.87 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10289444
 8787717642856 ;MG ;POCOS DE CALDAS ;LOTEAMENTO RESIDENCIAL TIRADENTES ;AVENIDA FRANCISCO GILBERTO BLASI, N. 50, Apto 101, TR 18 ;137.806,28;228.000,00;39.56;Não;Apartamento, 54.13 de área total, 47.46 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717642856
 8787717695496 ;MG ;POCOS DE CALDAS ;LOTEAMENTO RESIDENCIAL TIRADENTES ;AVENIDA FRANCISCO GILBERTO BLASI, N. 50, Apto 103, TORRE 01 ;114.838,57;190.000,00;39.56;Não;Apartamento, 59.27 de área total, 51.96 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717695496
 8787718249619 ;MG ;POCOS DE CALDAS ;LOTEAMENTO RESIDENCIAL TIRADENTES ;AVENIDA FRANCISCO GILBERTO BLASI, N. 50, Apto 103, TR 08 ;120.882,70;200.000,00;39.56;Não;Apartamento, 59.27 de área total, 51.96 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718249619
 8787718720184 ;MG ;POCOS DE CALDAS ;LOTEAMENTO RESIDENCIAL TIRADENTES ;AVENIDA FRANCISCO GILBERTO BLASI, N. 50, Apto 201, TORRE 26 ;137.806,28;228.000,00;39.56;Não;Apartamento, 0.00 de área total, 47.46 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718720184
 8787719251692 ;MG ;POCOS DE CALDAS ;LOTEAMENTO RESIDENCIAL TIRADENTES ;AVENIDA FRANCISCO GILBERTO BLASI, N. 50, Apto 403, TR 25 ;114.838,57;190.000,00;39.56;Não;Apartamento, 0.00 de área total, 47.46 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787719251692
 8787719271430 ;MG ;POCOS DE CALDAS ;LOTEAMENTO RESIDENCIAL TIRADENTES ;AVENIDA FRANCISCO GILBERTO BLASI, N. 50, Apto 104, TORRE 19 ;136.597,45;226.000,00;39.56;Não;Apartamento, 54.13 de área total, 47.46 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787719271430
 8787719846661 ;MG ;POCOS DE CALDAS ;LOTEAMENTO RESIDENCIAL TIRADENTES ;AVENIDA FRANCISCO GILBERTO BLASI, N. 50, Apto 203, TR 13 ;137.806,28;228.000,00;39.56;Não;Apartamento, 0.00 de área total, 47.46 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787719846661
 8787717978188 ;MG ;POCOS DE CALDAS ;RES TIRADENTES ;RUA PARAIBA, N. 50, Apto 101, TORRE 23 TIPO I ;146.953,08;240.000,00;38.77;Não;Apartamento, 71.83 de área total, 51.96 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717978188
 8787717625854 ;MG ;POCOS DE CALDAS ;LOTEAMENTO RESIDENCIAL TIRADENTES ;AVENIDA FRANCISCO GILBERTO BLASI, N. 50, Apto 302, TR 03 ;145.728,47;238.000,00;38.77;Não;Apartamento, 59.26 de área total, 51.96 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717625854
 8444423454324 ;MG ;POMPEU ;VOLTA DO BREJO ; RUA CASTELO BRANCO, N. 804, LT 481 QD 05 ST 09 ;120.426,06;200.000,00;39.79;Não;Casa, 65.62 de área total, 65.62 de área privativa, 208.56 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423454324
 1444424853330 ;MG ;POMPEU ;SANTO ANTÔNIO ; RUA MARIA ÁLVARES MACIEL, N. 312, CS 01 LT 15 QD U ;650.000,00;635.000,00;0.00;Não;Casa, 200.00 de área total, 67.49 de área privativa, 360.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444424853330
 8787716510425 ;MG ;PONTE NOVA ;PARAISO ;RUA JOSE LANNA TEIXEIRA, N. 324, Apto 104, BL 16 ;103.704,06;175.000,00;40.75;Não;Apartamento, 80.72 de área total, 42.83 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716510425
 8555503312420 ;MG ;POUSO ALEGRE ;FOCH II ;RUA JOSELINA NORA LOYOLA, N. 444, 0, ;148.330,76;285.000,00;47.96;Sim;Casa, 72.66 de área total, 72.66 de área privativa, 120.00 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555503312420
 8787703382342 ;MG ;POUSO ALEGRE ;IPIRANGA ;AVENIDA CAMILO DE BARROS LARAIA, N. 945, Apto 202, BL 07 ;120.882,70;200.000,00;39.56;Não;Apartamento, 0.00 de área total, 45.78 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703382342
 8787708092490 ;MG ;POUSO ALEGRE ;IPIRANGA ;AVENIDA CAMILO DE BARROS LARAIA, N. 745, Apto 201, BL 14 ;123.300,35;204.000,00;39.56;Não;Apartamento, 52.33 de área total, 45.78 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708092490
 8787716025071 ;MG ;POUSO ALEGRE ;SAO JOAO ; RUA MADALENA PRADO OLIVEIRA, N. 140, Apto 203, T 06 ;146.646,93;239.500,00;38.77;Não;Apartamento, 115.63 de área total, 49.03 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716025071
 8787711275312 ;MG ;POUSO ALEGRE ;SAO JOAO ;AVENIDA SEBASTIAO DE PAULA, N. 500, Apto 302, TORRE 03 TP I 3 PAV ;246.000,00;246.000,00;0.00;Não;Apartamento, 116.00 de área total, 51.52 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711275312
 8787716182070 ;MG ;POUSO ALEGRE ;SAO JOAO ;RUA MADALENA PRADO OLIVEIRA, N. 140, Apto 103, TORRE 6 ;220.000,00;220.000,00;0.00;Não;Apartamento, 63.93 de área total, 49.03 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716182070
 8787708027745 ;MG ;POUSO ALEGRE ;IPIRANGA ;AVENIDA CAMILO DE BARROS LARAIA, N. 745, Apto 404, TP I BL 8 PAV 4 ;190.000,00;190.000,00;0.00;Não;Apartamento, 113.52 de área total, 45.78 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708027745
 8444422970051 ;MG ;POUSO ALEGRE ;PARQUE REAL ;RUA MAJOR SEBASTIAO MARTINS, N. 75, Apto 301, 3 PAV LT 07 QD Q1 ;210.000,00;210.000,00;0.00;Não;Apartamento, 87.67 de área total, 53.44 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444422970051
 8444430739770 ;MG ;PRATA ;CENTRO ; RUA AURORA MARIA JESUS, N. 570, D30 ;80.807,60;168.000,00;51.91;Sim;Casa, 53.81 de área total, 53.81 de área privativa, 185.49 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444430739770
 8444433131870 ;MG ;PRATA ;PROGRESSO ; RUA ERNESTINA CANDIDA REZENDE, N. 240, QD 06 LT 21 ;80.229,32;138.500,00;42.08;Não;Casa, 50.00 de área total, 58.32 de área privativa, 300.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444433131870
 8444423778960 ;MG ;PRATA ;PRIMAVERA II ; RUA MIRANDA, N. 205, QD 02 LT 05 ;106.667,03;180.000,00;40.75;Não;Casa, 92.15 de área total, 62.15 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423778960
 8444430135468 ;MG ;PRATA ;PRATA ; RUA JOAQUIM BENTO, N. 130, LT 16 QD F ;200.313,91;195.000,00;0.00;Não;Casa, 68.40 de área total, 58.90 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444430135468
 8444404244336 ;MG ;PRATAPOLIS ;CENTRO ; RUA PEDRO ROSA, N. SN, LT 24V ;92.400,00;154.000,00;40.00;Não;Casa, 47.70 de área total, 47.70 de área privativa, 250.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444404244336
 8444414850212 ;MG ;PRATAPOLIS ;CENTRO ; RUA CEL. JUVENTINO LEMOS, N. 189, ;165.701,72;260.000,00;36.27;Sim;Casa, 109.25 de área total, 69.25 de área privativa, 220.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444414850212
 8787708720203 ;MG ;PRESIDENTE OLEGARIO ;ANDORINHAS ; RUA JOAO FERREIRA DOS SANTOS, N. 1072, ;73.422,86;130.000,00;43.53;Não;Casa, 38.32 de área total, 38.32 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708720203
 8444408979195 ;MG ;PRESIDENTE OLEGARIO ;SALTADOR ;AVENIDA SÃO TIAGO, N. 235, LT 134 ST 05 QD 102 ;126.926,84;210.000,00;39.56;Não;Casa, 91.07 de área total, 59.50 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444408979195
 8555517661694 ;MG ;PRESIDENTE OLEGARIO ;SALTADOR ;RUA PIMPIM MOREIRA, N. SN, LOTE 02, QUADRA 103, SETOR 05 ;98.816,70;160.000,00;38.24;Não;Casa, 101.11 de área total, 46.61 de área privativa, 150.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555517661694
 10196268 ;MG ;RIBEIRAO DAS NEVES ;SEVILHA 2A SECAO ;RUA OURO PRETO, N. 00, QD 105, LT 24 ;47.001,97;110.000,00;57.28;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 604.25 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10196268
 10156457 ;MG ;RIBEIRAO DAS NEVES ;SEVILHA 2A SECAO ;RUA VICOSA, N. S/N, LT 26, QD 52 ;45.698,48;91.839,00;50.25;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 360.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10156457
 10156465 ;MG ;RIBEIRAO DAS NEVES ;SEVILHA 2A SECAO ;RUA CAMPO FLORIDO, N. S/N, LT 05, QD 60 ;42.350,82;85.111,31;50.25;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 360.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10156465
 10156466 ;MG ;RIBEIRAO DAS NEVES ;SEVILHA 2A SECAO ;RUA SÃO JOAO DEL REI, N. S/N, LT 41, QD 107 ;68.216,54;137.000,00;50.21;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 360.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10156466
 10156622 ;MG ;RIBEIRAO DAS NEVES ;SEVILHA 2A SECAO ;AVENIDA MARANHAO, N. S/N, LT 12, QD 68 ;68.686,17;137.943,17;50.21;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 452.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10156622
 10156458 ;MG ;RIBEIRAO DAS NEVES ;SEVILHA 2A SECAO ;RUA CARANDAI, N. S/N, LT 07, QD 56 ;39.958,92;80.000,00;50.06;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 360.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10156458
 10156567 ;MG ;RIBEIRAO DAS NEVES ;SEVILHA 2A SECAO ;RUA GRAO MONGOL, N. S/N, LT 49, QD 46 ;39.958,92;80.000,00;50.06;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 360.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10156567
 10156568 ;MG ;RIBEIRAO DAS NEVES ;SEVILHA 2A SECAO ;RUA GRAO MONGOL, N. S/N, LT 50, QD 46 ;33.965,09;68.000,00;50.06;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 360.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10156568
 10162395 ;MG ;RIBEIRAO DAS NEVES ;SEVILHA 2A SECAO ;RUA CAMPANARIO (ANTIGA RUA 55), N. S/N, QD 104 LT 24 ;40.315,10;72.969,77;44.76;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 360.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10162395
 8444407257161 ;MG ;RIBEIRAO DAS NEVES ;BELVEDERE ; A MANOEL LUCIANO PIO, N. 381,  CS 01 QD 34 LT 15B ;78.201,87;135.000,00;42.08;Não;Casa, 96.65 de área total, 59.50 de área privativa, 324.64 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444407257161
 8555516382171 ;MG ;RIBEIRAO DAS NEVES ;TONY (JUSTINOPOLIS) ;RUA ALICE VENTURA, N. 288, Apto 204, BL 02 ;86.648,52;148.000,00;41.46;Não;Apartamento, 50.86 de área total, 50.86 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555516382171
 8787711597662 ;MG ;RIBEIRAO DAS NEVES ;JUSTINÓPOLIS ; R BOTAFOGO, N. 325, Apto 201, BL 55 VG 12 ;106.667,03;180.000,00;40.75;Não;Apartamento, 69.96 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711597662
 8787719636845 ;MG ;RIBEIRAO DAS NEVES ;ROSANA ; RUA ADIR ALVES DE LIMA, N. 90, Apto 302, BL 04 ;106.667,03;180.000,00;40.75;Não;Apartamento, 53.51 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787719636845
